Código Faculdade;Código Curso;Provas de ingresso;Nota candidatura;Pontos provas de ingresso;Média do secundário;Provas de ingresso
1517;9147;19 Matemática A (30%) e Uma das seguintes provas: (20%) 02 Biologia e Geologia 04 Economia 07 Física e Química 09 Geografia 13 Inglês 18 Português;100 pontos;100 pontos;50%;50%
1517;9210;19 Matemática A (30%) e Uma das seguintes provas: (20%) 02 Biologia e Geologia 04 Economia 07 Física e Química 09 Geografia 18 Português;100 pontos;100 pontos;50%;50%
1517;A001;19 Matemática A (30%) e Uma das seguintes provas: (20%) 02 Biologia e Geologia 04 Economia 07 Física e Química 09 Geografia 13 Inglês 18 Português;100 pontos;100 pontos;50%;50%
1517;A006;19 Matemática A (30%) e Uma das seguintes provas: (20%) 02 Biologia e Geologia 04 Economia 07 Física e Química 09 Geografia 13 Inglês 18 Português;100 pontos;100 pontos;50%;50%
1517;A013;19 Matemática A (30%) e Uma das seguintes provas: (20%) 02 Biologia e Geologia 04 Economia 07 Física e Química 09 Geografia 13 Inglês 18 Português;100 pontos;100 pontos;50%;50%
1518;9089;07 Física e Química 19 Matemática A;120 pontos;120 pontos;50%;50%
1518;9096;07 Física e Química 19 Matemática A;120 pontos;120 pontos;50%;50%
1518;9099;Um dos seguintes conjuntos: 02 Biologia e Geologia 19 Matemática A ou 07 Física e Química 19 Matemática A;120 pontos;120 pontos;50%;50%
1518;9121;Um dos seguintes conjuntos: 02 Biologia e Geologia 19 Matemática A ou 07 Física e Química 19 Matemática A ou 10 Geometria Descritiva 19 Matemática A;120 pontos;120 pontos;50%;50%
1518;9123;07 Física e Química 19 Matemática A;120 pontos;120 pontos;50%;50%
1518;9125;07 Física e Química 19 Matemática A;120 pontos;120 pontos;50%;50%
1518;9257;Um dos seguintes conjuntos: 03 Desenho 16 Matemática ou 10 Geometria Descritiva 16 Matemática;120 pontos;120 pontos;50%;50%
1518;9257;Um dos seguintes conjuntos: 03 Desenho 16 Matemática ou 10 Geometria Descritiva 16 Matemática;120 pontos;120 pontos;50%;50%
1518;9345;Um dos seguintes conjuntos: 02 Biologia e Geologia 19 Matemática A ou 07 Física e Química 19 Matemática A ou 04 Economia 19 Matemática A;140 pontos;140 pontos;50%;50%
1518;9455;07 Física e Química 19 Matemática A;120 pontos;120 pontos;50%;50%
1518;9474;07 Física e Química 19 Matemática A;120 pontos;120 pontos;50%;50%
1518;L162;07 Física e Química 19 Matemática A;120 pontos;120 pontos;50%;50%
1518;L209;07 Física e Química 19 Matemática A;120 pontos;120 pontos;50%;50%
1518;L221;07 Física e Química 19 Matemática A;120 pontos;120 pontos;50%;50%
1518;L233;07 Física e Química 19 Matemática A;120 pontos;120 pontos;50%;50%
1518;L239;Um dos seguintes conjuntos: 02 Biologia e Geologia 19 Matemática A ou 07 Física e Química 19 Matemática A;120 pontos;120 pontos;50%;50%
1519;9098;07 Física e Química 19 Matemática A;120 pontos;120 pontos;50%;50%
1519;9104;07 Física e Química 19 Matemática A;120 pontos;120 pontos;50%;50%
1519;9121;Um dos seguintes conjuntos: 02 Biologia e Geologia 19 Matemática A ou 07 Física e Química 19 Matemática A ou 10 Geometria Descritiva 19 Matemática A;120 pontos;120 pontos;50%;50%
1519;9912;07 Física e Química 19 Matemática A;120 pontos;120 pontos;50%;50%
3011;8005;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3011;9056;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3011;9140;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3011;9205;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3011;9205;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3011;9869;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3011;9888;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3012;8405;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3012;9235;Duas das seguintes provas: 04 Economia 13 Inglês 18 Português;95 pontos;95 pontos;50%;50%
3012;L021;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3012;L140;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3012;L194;Duas das seguintes provas: 07 Física e Química 10 Geometria Descritiva 16 Matemática;95 pontos;95 pontos;50%;50%
3012;L346;16 Matemática e Uma das seguintes provas: 02 Biologia e Geologia 07 Física e Química 10 Geometria Descritiva 18 Português;95 pontos;95 pontos;50%;50%
3013;9500;Um dos seguintes conjuntos: 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 07 Física e Química;95 pontos;95 pontos;50%;50%
3013;9504;Um dos seguintes conjuntos: 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 07 Física e Química;95 pontos;95 pontos;50%;50%
3013;9890;Um dos seguintes conjuntos: 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 07 Física e Química;95 pontos;95 pontos;50%;50%
3013;9890;Um dos seguintes conjuntos: 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 07 Física e Química;95 pontos;95 pontos;50%;50%
3013;L066;Um dos seguintes conjuntos: 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 07 Física e Química;95 pontos;95 pontos;50%;50%
3014;L138;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 10 Geometria Descritiva 18 Português ou 03 Desenho 18 Português;95 pontos;95 pontos;50%;50%
3014;L299;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 10 Geometria Descritiva 18 Português ou 07 Física e Química 18 Português;95 pontos;95 pontos;50%;50%
3021;9003;Um dos seguintes conjuntos: 02 Biologia e Geologia 04 Economia ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
3021;9099;Um dos seguintes conjuntos: 02 Biologia e Geologia 16 Matemática ou 07 Física e Química 16 Matemática;95 pontos;95 pontos;50%;50%
3022;9010;18 Português e Uma das seguintes provas: 03 Desenho 10 Geometria Descritiva 12 Hist. da Cultura e Artes 11 História 17 Mat. Apl. Ciências Soc.;95 pontos;95 pontos;50%;50%
3022;9238;Um dos seguintes conjuntos: 11 História 18 Português ou 04 Economia 18 Português ou 06 Filosofia 18 Português;95 pontos;95 pontos;50%;50%
3022;9563;Um dos seguintes conjuntos: 17 Mat. Apl. Ciências Soc. 18 Português ou 02 Biologia e Geologia 18 Português ou 06 Filosofia 18 Português;95 pontos;95 pontos;50%;50%
3022;9853;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 19 Matemática A 18 Português;95 pontos;95 pontos;50%;50%
3023;9119;Um dos seguintes conjuntos: 07 Física e Química 16 Matemática ou 10 Geometria Descritiva 16 Matemática;95 pontos;95 pontos;50%;50%
3023;9152;Um dos seguintes conjuntos: 04 Economia 17 Mat. Apl. Ciências Soc. ou 04 Economia 16 Matemática;95 pontos;95 pontos;50%;50%
3023;9152;Um dos seguintes conjuntos: 04 Economia 17 Mat. Apl. Ciências Soc. ou 04 Economia 16 Matemática;95 pontos;95 pontos;50%;50%
3023;9242;Um dos seguintes conjuntos: 04 Economia 18 Português ou 11 História 18 Português ou 06 Filosofia 18 Português;95 pontos;95 pontos;50%;50%
3023;9254;Duas das seguintes provas: 09 Geografia 11 História 18 Português;95 pontos;95 pontos;50%;50%
3023;9994;Um dos seguintes conjuntos: 04 Economia 17 Mat. Apl. Ciências Soc. ou 04 Economia 16 Matemática;95 pontos;95 pontos;50%;50%
3031;8015;Um dos seguintes conjuntos: 04 Economia 18 Português ou 06 Filosofia 18 Português ou 11 História 18 Português;100 pontos;100 pontos;50%;50%
3031;9056;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3031;9140;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3031;9152;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3031;9152;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3031;9242;Um dos seguintes conjuntos: 04 Economia 18 Português ou 06 Filosofia 18 Português ou 11 História 18 Português;100 pontos;100 pontos;50%;50%
3031;9759;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3031;9869;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3031;9990;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3031;9994;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3031;L140;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3032;8311;Um dos seguintes conjuntos: 07 Física e Química 16 Matemática ou 10 Geometria Descritiva 16 Matemática ou 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3032;8409;Um dos seguintes conjuntos: 04 Economia 16 Matemática ou 07 Física e Química 16 Matemática ou 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3032;8417;Um dos seguintes conjuntos: 04 Economia 16 Matemática ou 07 Física e Química 16 Matemática ou 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3032;9104;07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3032;9112;07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3032;L181;Um dos seguintes conjuntos: 02 Biologia e Geologia 16 Matemática ou 07 Física e Química 16 Matemática ou 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3033;9074;Duas das seguintes provas: 03 Desenho 10 Geometria Descritiva 12 Hist. da Cultura e Artes 18 Português;100 pontos;100 pontos;50%;50%
3033;9074;Duas das seguintes provas: 03 Desenho 10 Geometria Descritiva 12 Hist. da Cultura e Artes 18 Português;100 pontos;100 pontos;50%;50%
3033;9470;Duas das seguintes provas: 03 Desenho 10 Geometria Descritiva 12 Hist. da Cultura e Artes 18 Português;100 pontos;100 pontos;50%;50%
3033;9873;Duas das seguintes provas: 03 Desenho 10 Geometria Descritiva 12 Hist. da Cultura e Artes 18 Português;100 pontos;100 pontos;50%;50%
3033;L260;Duas das seguintes provas: 03 Desenho 10 Geometria Descritiva 12 Hist. da Cultura e Artes 18 Português;100 pontos;100 pontos;50%;50%
3034;8156;Um dos seguintes conjuntos: 11 História 18 Português ou 04 Economia 18 Português ou 09 Geografia 18 Português ou 13 Inglês 18 Português ou 04 Economia 16 Matemática ou 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3034;8341;Um dos seguintes conjuntos: 11 História 18 Português ou 04 Economia 18 Português ou 09 Geografia 18 Português ou 13 Inglês 18 Português ou 04 Economia 16 Matemática ou 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3034;9173;Um dos seguintes conjuntos: 11 História 18 Português ou 04 Economia 18 Português ou 09 Geografia 18 Português ou 13 Inglês 18 Português ou 04 Economia 16 Matemática ou 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3036;9563;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3041;9085;02 Biologia e Geologia e Uma das seguintes provas: 04 Economia 07 Física e Química 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3041;9087;Um dos seguintes conjuntos: 02 Biologia e Geologia 16 Matemática ou 07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3041;9099;Um dos seguintes conjuntos: 02 Biologia e Geologia 16 Matemática ou 07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3041;9129;Um dos seguintes conjuntos: 07 Física e Química 16 Matemática ou 02 Biologia e Geologia 16 Matemática;100 pontos;100 pontos;50%;50%
3041;9752;Um dos seguintes conjuntos: 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 18 Português ou 07 Física e Química 16 Matemática ou 07 Física e Química 18 Português ou 02 Biologia e Geologia 04 Economia;100 pontos;100 pontos;50%;50%
3041;L029;Um dos seguintes conjuntos: 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 18 Português ou 07 Física e Química 16 Matemática ou 07 Física e Química 18 Português ou 02 Biologia e Geologia 09 Geografia;100 pontos;100 pontos;50%;50%
3042;8323;Um dos seguintes conjuntos: 13 Inglês 18 Português ou 05 Espanhol 13 Inglês;100 pontos;100 pontos;50%;50%
3042;8374;Um dos seguintes conjuntos: 13 Inglês 18 Português ou 11 História 18 Português ou 09 Geografia 18 Português ou 06 Filosofia 18 Português ou 09 Geografia 13 Inglês ou 06 Filosofia 13 Inglês;100 pontos;100 pontos;50%;50%
3042;9082;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 06 Filosofia 18 Português ou 02 Biologia e Geologia 17 Mat. Apl. Ciências Soc. ou 02 Biologia e Geologia 06 Filosofia;100 pontos;100 pontos;50%;50%
3042;9084;Duas das seguintes provas: 06 Filosofia 09 Geografia 11 História 18 Português;100 pontos;100 pontos;50%;50%
3042;9563;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 07 Física e Química 18 Português ou 02 Biologia e Geologia 17 Mat. Apl. Ciências Soc. ou 02 Biologia e Geologia 07 Física e Química;100 pontos;100 pontos;50%;50%
3042;9853;Um dos seguintes conjuntos: 17 Mat. Apl. Ciências Soc. 18 Português ou 16 Matemática 18 Português ou 19 Matemática A 18 Português;100 pontos;100 pontos;50%;50%
3042;9898;Um dos seguintes conjuntos: 06 Filosofia 18 Português ou 09 Geografia 18 Português ou 10 Geometria Descritiva 18 Português ou 12 Hist. da Cultura e Artes 18 Português ou 03 Desenho 10 Geometria Descritiva ou 03 Desenho 12 Hist. da Cultura e Artes;100 pontos;100 pontos;50%;50%
3042;9933;Um dos seguintes conjuntos: 06 Filosofia 18 Português ou 09 Geografia 18 Português ou 10 Geometria Descritiva 18 Português ou 12 Hist. da Cultura e Artes 18 Português ou 03 Desenho 10 Geometria Descritiva ou 03 Desenho 12 Hist. da Cultura e Artes;100 pontos;100 pontos;50%;50%
3042;L088;Duas das seguintes provas: 06 Filosofia 09 Geografia 11 História 18 Português;100 pontos;100 pontos;50%;50%
3042;L175;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 12 Hist. da Cultura e Artes 18 Português ou 09 Geografia 18 Português ou 13 Inglês 18 Português ou 11 História 18 Português ou 09 Geografia 11 História;100 pontos;100 pontos;40%;40%
3043;9056;Um dos seguintes conjuntos: 04 Economia 17 Mat. Apl. Ciências Soc. ou 17 Mat. Apl. Ciências Soc. 18 Português ou 04 Economia 18 Português ou 02 Biologia e Geologia 17 Mat. Apl. Ciências Soc. ou 02 Biologia e Geologia 18 Português ou 09 Geografia 18 Português;100 pontos;100 pontos;50%;50%
3043;9089;07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3043;9104;07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3043;9112;16 Matemática e Uma das seguintes provas: 02 Biologia e Geologia 03 Desenho 04 Economia 07 Física e Química 10 Geometria Descritiva 18 Português;100 pontos;100 pontos;50%;50%
3043;9119;16 Matemática e Uma das seguintes provas: 02 Biologia e Geologia 03 Desenho 04 Economia 07 Física e Química 10 Geometria Descritiva 18 Português;100 pontos;100 pontos;50%;50%
3043;9123;07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3043;9125;07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3043;9147;Um dos seguintes conjuntos: 04 Economia 17 Mat. Apl. Ciências Soc. ou 17 Mat. Apl. Ciências Soc. 18 Português ou 04 Economia 18 Português ou 02 Biologia e Geologia 17 Mat. Apl. Ciências Soc. ou 02 Biologia e Geologia 18 Português ou 09 Geografia 18 Português;100 pontos;100 pontos;50%;50%
3043;9186;16 Matemática e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 07 Física e Química 09 Geografia 10 Geometria Descritiva 18 Português;100 pontos;100 pontos;50%;50%
3043;9910;07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
3043;A004;Um dos seguintes conjuntos: 04 Economia 17 Mat. Apl. Ciências Soc. ou 17 Mat. Apl. Ciências Soc. 18 Português ou 04 Economia 18 Português ou 02 Biologia e Geologia 17 Mat. Apl. Ciências Soc. ou 02 Biologia e Geologia 18 Português ou 09 Geografia 18 Português;100 pontos;100 pontos;50%;50%
3043;L069;Duas das seguintes provas: 02 Biologia e Geologia 07 Física e Química 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3045;8309;Um dos seguintes conjuntos: 03 Desenho 18 Português ou 03 Desenho 10 Geometria Descritiva ou 12 Hist. da Cultura e Artes 18 Português ou 10 Geometria Descritiva 18 Português ou 03 Desenho 12 Hist. da Cultura e Artes ou 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
3045;9165;Um dos seguintes conjuntos: 04 Economia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 04 Economia 09 Geografia ou 02 Biologia e Geologia 18 Português ou 06 Filosofia 17 Mat. Apl. Ciências Soc. ou 09 Geografia 18 Português;100 pontos;100 pontos;50%;50%
3045;9188;16 Matemática e Uma das seguintes provas: 07 Física e Química 09 Geografia 10 Geometria Descritiva 18 Português;100 pontos;100 pontos;50%;50%
3045;9205;Um dos seguintes conjuntos: 17 Mat. Apl. Ciências Soc. 18 Português ou 04 Economia 18 Português ou 09 Geografia 18 Português ou 13 Inglês 18 Português ou 04 Economia 09 Geografia;100 pontos;100 pontos;50%;50%
3045;9205;Um dos seguintes conjuntos: 17 Mat. Apl. Ciências Soc. 18 Português ou 04 Economia 18 Português ou 09 Geografia 18 Português ou 13 Inglês 18 Português ou 04 Economia 09 Geografia;100 pontos;100 pontos;50%;50%
3045;9213;Um dos seguintes conjuntos: 11 História 18 Português ou 12 Hist. da Cultura e Artes 18 Português ou 03 Desenho 12 Hist. da Cultura e Artes ou 09 Geografia 18 Português ou 13 Inglês 18 Português ou 10 Geometria Descritiva 16 Matemática;100 pontos;100 pontos;50%;50%
3045;9242;Um dos seguintes conjuntos: 11 História 18 Português ou 09 Geografia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 04 Economia 18 Português ou 06 Filosofia 18 Português ou 06 Filosofia 11 História;100 pontos;100 pontos;50%;50%
3045;9254;Um dos seguintes conjuntos: 11 História 18 Português ou 09 Geografia 18 Português ou 09 Geografia 11 História ou 04 Economia 18 Português ou 13 Inglês 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
3045;9773;Duas das seguintes provas: 04 Economia 06 Filosofia 11 História 18 Português;100 pontos;100 pontos;50%;50%
3045;9773;Duas das seguintes provas: 04 Economia 06 Filosofia 11 História 18 Português;100 pontos;100 pontos;50%;50%
3046;9076;Um dos seguintes conjuntos: 04 Economia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 04 Economia 17 Mat. Apl. Ciências Soc. ou 02 Biologia e Geologia 18 Português ou 09 Geografia 18 Português ou 09 Geografia 17 Mat. Apl. Ciências Soc.;100 pontos;100 pontos;50%;50%
3046;9076;Um dos seguintes conjuntos: 04 Economia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 04 Economia 17 Mat. Apl. Ciências Soc. ou 02 Biologia e Geologia 18 Português ou 09 Geografia 18 Português ou 09 Geografia 17 Mat. Apl. Ciências Soc.;100 pontos;100 pontos;50%;50%
3046;L136;02 Biologia e Geologia 07 Física e Química;100 pontos;100 pontos;50%;50%
3051;8397;Um dos seguintes conjuntos: 07 Física e Química 16 Matemática ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
3051;9003;02 Biologia e Geologia e Uma das seguintes provas: 04 Economia 07 Física e Química 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3051;9085;02 Biologia e Geologia e Uma das seguintes provas: 04 Economia 07 Física e Química 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3052;9238;Duas das seguintes provas: 04 Economia 09 Geografia 11 História 18 Português;95 pontos;95 pontos;50%;50%
3052;9485;18 Português e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História 13 Inglês 17 Mat. Apl. Ciências Soc.;95 pontos;95 pontos;50%;50%
3052;9850;Duas das seguintes provas: 02 Biologia e Geologia 09 Geografia 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
3052;9853;17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
3053;8463;07 Física e Química 16 Matemática;95 pontos;95 pontos;50%;50%
3053;9089;07 Física e Química 16 Matemática;95 pontos;95 pontos;50%;50%
3053;9104;07 Física e Química 16 Matemática;95 pontos;95 pontos;50%;50%
3053;9111;16 Matemática e Uma das seguintes provas: 02 Biologia e Geologia 03 Desenho 04 Economia 07 Física e Química 10 Geometria Descritiva 18 Português;95 pontos;95 pontos;50%;50%
3053;9119;16 Matemática e Uma das seguintes provas: 02 Biologia e Geologia 03 Desenho 04 Economia 07 Física e Química 10 Geometria Descritiva 18 Português;95 pontos;95 pontos;50%;50%
3053;L275;16 Matemática e Uma das seguintes provas: 04 Economia 07 Física e Química 09 Geografia 10 Geometria Descritiva 13 Inglês 18 Português;95 pontos;95 pontos;50%;50%
3054;9002;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3054;9147;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3054;9242;Duas das seguintes provas: 04 Economia 11 História 18 Português;95 pontos;95 pontos;50%;50%
3054;9254;Duas das seguintes provas: 04 Economia 13 Inglês 18 Português;95 pontos;95 pontos;50%;50%
3054;L021;Duas das seguintes provas: 04 Economia 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3055;9725;Um dos seguintes conjuntos: 03 Desenho 18 Português ou 06 Filosofia 18 Português ou 10 Geometria Descritiva 18 Português ou 12 Hist. da Cultura e Artes 18 Português ou 16 Matemática 18 Português ou 11 História 13 Inglês;95 pontos;95 pontos;50%;50%
3055;9726;Um dos seguintes conjuntos: 03 Desenho 18 Português ou 06 Filosofia 18 Português ou 10 Geometria Descritiva 18 Português ou 12 Hist. da Cultura e Artes 18 Português ou 16 Matemática 18 Português ou 11 História 13 Inglês;95 pontos;95 pontos;50%;50%
3055;L158;Um dos seguintes conjuntos: 03 Desenho 18 Português ou 06 Filosofia 18 Português ou 10 Geometria Descritiva 18 Português ou 12 Hist. da Cultura e Artes 18 Português ou 16 Matemática 18 Português ou 11 História 13 Inglês;95 pontos;95 pontos;50%;50%
3061;9003;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 18 Português;95 pontos;95 pontos;50%;50%
3061;9016;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
3061;9085;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
3061;L003;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 18 Português;95 pontos;95 pontos;50%;50%
3061;L009;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 18 Português;95 pontos;95 pontos;50%;50%
3061;L015;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática ou 07 Física e Química 16 Matemática;95 pontos;95 pontos;50%;50%
3061;L178;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 02 Biologia e Geologia 06 Filosofia ou 09 Geografia 18 Português ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
3062;8093;Um dos seguintes conjuntos: 11 História 18 Português ou 09 Geografia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
3062;8114;Duas das seguintes provas: 04 Economia 09 Geografia 18 Português;95 pontos;95 pontos;50%;50%
3062;8342;Duas das seguintes provas: 04 Economia 09 Geografia 18 Português;95 pontos;95 pontos;50%;50%
3062;9054;Duas das seguintes provas: 09 Geografia 11 História 18 Português;95 pontos;95 pontos;50%;50%
3062;9254;Duas das seguintes provas: 04 Economia 09 Geografia 18 Português;95 pontos;95 pontos;50%;50%
3062;9675;Um dos seguintes conjuntos: 11 História 18 Português ou 09 Geografia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
3062;9717;Duas das seguintes provas: 04 Economia 09 Geografia 18 Português;95 pontos;95 pontos;50%;50%
3062;9731;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 06 Filosofia 18 Português;95 pontos;95 pontos;50%;50%
3062;9774;Um dos seguintes conjuntos: 13 Inglês 18 Português ou 13 Inglês 15 Literatura Portuguesa ou 15 Literatura Portuguesa 18 Português ou 11 História 18 Português;95 pontos;95 pontos;50%;50%
3062;9833;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 06 Filosofia 18 Português;95 pontos;95 pontos;50%;50%
3062;9853;Um dos seguintes conjuntos: 17 Mat. Apl. Ciências Soc. 18 Português ou 19 Matemática A 18 Português ou 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
3062;9894;Duas das seguintes provas: 10 Geometria Descritiva 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
3062;9898;Duas das seguintes provas: 03 Desenho 10 Geometria Descritiva 12 Hist. da Cultura e Artes;95 pontos;95 pontos;50%;50%
3062;L095;Duas das seguintes provas: 04 Economia 09 Geografia 18 Português;95 pontos;95 pontos;50%;50%
3063;8029;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 04 Economia 16 Matemática ou 09 Geografia 16 Matemática;95 pontos;95 pontos;50%;50%
3063;9061;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 04 Economia 16 Matemática ou 09 Geografia 16 Matemática;95 pontos;95 pontos;50%;50%
3063;9152;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 04 Economia 16 Matemática ou 09 Geografia 16 Matemática;95 pontos;95 pontos;50%;50%
3063;9152;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 04 Economia 16 Matemática ou 09 Geografia 16 Matemática;95 pontos;95 pontos;50%;50%
3063;9186;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 04 Economia 19 Matemática A ou 04 Economia 16 Matemática;95 pontos;95 pontos;50%;50%
3063;9722;Um dos seguintes conjuntos: 16 Matemática 18 Português ou 04 Economia 16 Matemática ou 09 Geografia 16 Matemática;95 pontos;95 pontos;50%;50%
